MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
3.5867,35.0,1.9676,0.5,3666.0,4.0797,33.7494,-122.6989,3.3953
5.3889,33.0,11.2722,1.7063,2716.0,1.0018,34.6149,-122.9022,5.0
8.5926,40.0,9.8716,2.6427,4460.0,1.0,34.614,-116.6358,5.0
0.6112,26.0,3.7513,1.2102,1417.0,1.4034,38.1995,-122.8282,1.0709
0.5,17.0,2.9451,0.81,4333.0,4.785,36.8854,-123.8284,0.3876
3.2218,22.0,7.8817,1.6868,4182.0,1.4378,36.1821,-120.4405,3.4418
3.6023,33.0,18.7003,5.0,4531.0,8.7406,37.7881,-114.4443,1.9652
7.9017,41.0,5.0274,1.614,4156.0,1.3058,41.7161,-121.2941,5.0
6.1216,23.0,3.5426,1.1562,937.0,1.1653,35.4848,-116.9679,5.0
2.2432,5.0,3.2475,0.9676,3461.0,3.7959,37.4419,-123.0028,1.4906
2.3659,21.0,1.0,0.5,3836.0,5.8078,37.0635,-118.0401,1.034
0.6718,31.0,2.6569,0.7085,1633.0,2.1623,39.3081,-118.4559,1.0943
3.5819,40.0,1.0,0.5,2575.0,7.2109,39.4378,-115.0966,1.8526
4.0823,42.0,8.891,2.9897,1684.0,2.2742,39.4262,-117.0478,4.364
4.3181,41.0,10.5999,3.2896,1059.0,2.1962,34.4144,-123.2438,5.0
4.1588,14.0,3.6904,0.7344,3531.0,2.0096,36.7664,-120.2901,2.8554
0.5426,2.0,4.6498,1.4019,3834.0,3.6081,40.2062,-124.4942,0.3
3.7724,11.0,2.6991,0.6079,303.0,3.0706,36.1245,-121.9936,2.7586
1.648,7.0,2.8268,0.6389,1912.0,3.9866,41.8504,-114.3982,0.3
3.5983,35.0,4.778,1.5889,4985.0,1.5557,35.9655,-119.7603,3.1358
3.6423,14.0,6.0132,0.9983,453.0,1.7469,37.2278,-115.4772,2.5397
6.4994,9.0,13.9066,2.5589,434.0,1.2015,37.008,-124.2532,5.0
6.9669,28.0,1.4671,0.5,2320.0,1.0,36.6198,-115.3474,5.0
5.7721,25.0,4.3929,1.0488,2474.0,2.1779,40.5335,-115.2503,3.9865
1.4407,36.0,5.8154,1.9291,1839.0,6.7733,33.9751,-117.7043,1.1164
3.5858,48.0,4.0329,1.1156,4217.0,2.4398,37.8928,-123.291,4.9215
4.0668,5.0,7.0468,1.8636,1803.0,2.5868,38.3767,-115.3894,1.7967
7.3151,4.0,9.3424,2.7413,3030.0,5.8278,40.5866,-115.1414,2.6473
1.4018,42.0,4.0961,0.6686,625.0,1.475,38.2874,-122.4091,1.96
1.1261,47.0,4.5509,1.163,2333.0,1.2901,41.6202,-114.7223,2.9559
8.2845,18.0,3.353,0.9626,772.0,3.5957,40.7856,-115.3372,4.8395
1.6028,10.0,7.2956,2.339,1922.0,2.519,35.813,-122.3693,1.2215
2.9353,16.0,2.4984,0.5,1749.0,1.0,40.6691,-120.4043,2.479
2.6234,25.0,8.8616,1.7983,1212.0,3.3139,41.6055,-120.9985,1.7133
2.6521,1.0,3.0195,0.5818,3216.0,2.9816,34.9434,-119.3184,1.1576
3.0065,7.0,6.2675,2.0213,3891.0,1.8832,38.297,-115.2544,0.9603
0.8197,2.0,6.1976,1.4181,3272.0,1.9451,35.1771,-115.4068,0.3
6.2991,37.0,11.6388,3.953,3539.0,1.1375,38.6709,-122.673,5.0
5.1507,23.0,1.226,0.5,3682.0,1.0,33.3896,-118.7682,4.4776
0.9812,51.0,9.4472,3.0465,4194.0,5.3048,39.4748,-118.946,2.1438
1.9565,23.0,2.54,0.8066,857.0,2.4658,36.4883,-119.8159,1.9621
4.9533,16.0,9.2601,1.6815,3875.0,3.8969,38.0794,-117.067,4.0519
4.5012,16.0,2.2744,0.5,891.0,3.8675,32.7457,-117.7819,2.0722
4.6705,48.0,5.2028,1.39,794.0,1.8986,39.1067,-121.6389,5.0
0.5,10.0,3.5554,0.5845,3394.0,1.0,37.2119,-120.879,1.7718
6.8879,38.0,8.7531,2.3126,266.0,1.0,38.4399,-115.261,5.0
0.6194,45.0,2.1587,0.5,1251.0,5.9205,35.4988,-121.112,0.6339
8.2057,50.0,1.539,0.5227,1121.0,3.0404,33.8853,-119.8815,5.0
5.2595,5.0,5.8282,1.3938,4853.0,2.0366,36.6366,-114.3819,2.8298
3.922,35.0,2.3804,0.6558,296.0,3.8648,41.4678,-115.5843,2.6776
3.2856,42.0,6.7451,1.8167,2817.0,3.5104,34.664,-117.2308,3.5038
2.0023,35.0,6.2637,2.096,4414.0,1.3868,38.9205,-121.3382,3.4465
2.2046,43.0,4.9593,1.5596,4663.0,3.1075,32.9735,-117.961,1.7509
1.9201,49.0,5.1413,1.5856,1870.0,4.4364,39.3219,-117.823,2.0381
4.6216,45.0,6.7037,1.4354,774.0,4.8518,34.7652,-120.2198,4.2178
2.2882,38.0,4.6502,1.0218,4731.0,1.1135,36.7894,-124.1244,2.9435
2.4408,10.0,3.2349,0.7285,1500.0,1.0,35.9937,-120.6881,2.077
1.9637,44.0,4.455,0.999,822.0,3.9193,33.572,-119.2154,2.1051
2.303,35.0,4.4368,1.4482,1326.0,8.9774,35.783,-114.6185,0.6288
1.3501,15.0,5.2762,1.3028,3389.0,1.0,35.8262,-116.934,1.4219
9.5568,33.0,16.2499,4.6001,1738.0,1.2697,37.46,-123.3776,5.0
3.1002,9.0,4.405,0.8601,607.0,7.5839,41.7373,-121.3652,0.9092
5.1687,43.0,11.425,3.9687,3898.0,6.3505,36.9652,-119.0745,3.796
3.078,33.0,9.4589,3.2377,3571.0,4.4515,41.187,-119.8084,2.5863
5.0203,33.0,2.5489,0.6902,2142.0,1.6908,36.8848,-124.4467,4.1442
1.2772,13.0,2.1473,0.7175,285.0,9.309,33.5217,-114.775,0.3
1.2806,8.0,5.7575,1.8242,3222.0,3.2846,34.6865,-115.098,0.3
0.7975,22.0,9.282,1.5655,609.0,1.9725,36.3714,-114.8931,1.4122
9.1011,18.0,4.7369,1.6295,846.0,7.5114,35.591,-120.043,4.2685
1.5831,44.0,5.8306,1.226,1456.0,2.9988,40.7254,-115.8329,2.1928
3.7232,51.0,5.6014,1.0694,638.0,4.218,38.9471,-117.1312,3.2359
6.2189,33.0,13.1152,4.5654,2897.0,3.1122,37.9939,-119.1779,5.0
1.4741,41.0,8.8076,1.5015,4713.0,5.3188,37.1667,-123.6978,2.4587
9.8018,49.0,3.6364,1.012,2642.0,2.1176,36.2741,-122.7543,5.0
4.9389,38.0,1.5941,0.5364,1930.0,5.3969,38.3158,-122.0224,3.9889
2.761,19.0,4.9978,1.7403,3257.0,2.6813,33.6838,-115.1825,2.7433
1.4389,12.0,4.7672,1.548,1963.0,7.2084,34.0441,-117.5802,0.3
0.8898,15.0,20.0,5.0,4094.0,1.3134,35.3796,-114.2765,1.6693
4.0131,17.0,5.2745,1.2964,351.0,3.1336,34.1263,-118.6091,3.184
2.4703,11.0,5.3468,1.825,588.0,3.7699,38.9324,-123.6191,1.5745
0.5,35.0,4.1018,0.7746,2055.0,5.7219,32.7353,-119.5313,0.3
7.8838,50.0,3.9399,0.7921,2783.0,2.5052,34.0217,-123.3374,5.0
1.2229,14.0,8.7731,1.6855,2549.0,1.7234,41.0748,-115.1258,0.5147
4.8306,22.0,8.2526,2.3853,1483.0,3.3005,41.9767,-121.6043,3.6297
3.029,49.0,4.4461,0.6974,3889.0,5.119,37.1321,-122.4484,3.6675
3.3332,47.0,7.432,1.449,2586.0,3.3709,37.206,-119.179,4.1507
15.0,2.0,5.5815,1.3419,4909.0,1.0,39.8473,-116.1063,5.0
8.1217,18.0,5.8788,1.3105,582.0,6.0695,32.8438,-119.1924,4.0925
5.0723,18.0,2.7083,0.5,3593.0,2.7702,36.5567,-124.1025,3.2606
4.1541,15.0,7.8344,1.5374,2253.0,2.0831,33.4484,-116.7733,1.9452
3.3319,49.0,4.4247,0.7111,1433.0,3.3361,36.3088,-124.1457,3.4365
5.8333,40.0,10.662,2.096,1917.0,3.3627,41.8463,-118.2145,4.7518
1.1659,4.0,1.838,0.5,3459.0,3.1323,39.6595,-118.0839,0.3514
2.5371,32.0,4.1684,0.9268,4619.0,2.929,41.8579,-122.3314,2.0805
6.7489,30.0,1.9343,0.6093,4017.0,1.4099,39.5875,-119.8556,5.0
1.0866,27.0,9.1133,2.0566,628.0,2.636,38.277,-124.4356,2.5563
3.2926,37.0,6.3987,1.4709,2177.0,1.6444,39.6651,-121.5497,4.4656
1.5473,23.0,1.8414,0.5,684.0,2.4004,38.7614,-118.0587,2.1408
0.6906,37.0,5.6082,1.0169,1720.0,4.8902,36.9086,-121.5446,0.737
5.2521,24.0,4.4745,0.8519,2378.0,2.8971,35.2792,-124.0046,4.0644
3.7444,49.0,4.0824,1.3693,2192.0,1.0,37.4417,-117.4877,4.4372
3.8608,43.0,5.1708,1.3013,4769.0,1.8921,34.9557,-116.7791,3.6171
2.8513,3.0,14.8765,4.9456,4833.0,4.8086,37.1234,-115.5249,1.4644
2.1551,8.0,15.0391,4.0574,3952.0,3.5371,33.8883,-115.3943,1.812
2.5846,21.0,5.6868,1.2448,334.0,1.7105,37.8713,-119.3383,2.6485
5.8968,3.0,4.6554,1.6193,1740.0,4.2181,34.8302,-120.2635,2.3951
3.3169,4.0,1.6896,0.5,559.0,6.0287,35.2893,-118.407,1.1923
1.7122,1.0,5.8299,1.9522,3630.0,2.6864,37.2408,-116.2562,0.9267
1.9184,46.0,15.2788,3.5722,1450.0,1.7483,34.044,-119.5565,3.3341
0.5,26.0,6.7804,2.0906,580.0,1.7903,41.6426,-114.1503,0.4038
4.6185,40.0,4.2633,1.3248,2289.0,8.0395,36.746,-117.8698,2.9271
5.0234,42.0,2.5583,0.5407,4916.0,2.0575,35.8467,-121.2957,5.0
7.0432,9.0,5.2981,0.8785,1370.0,3.7398,32.7774,-116.2454,3.9179
1.3281,35.0,14.2115,4.3718,1066.0,1.0,40.5109,-122.932,3.3041
0.8864,32.0,4.4614,1.3256,3479.0,3.3872,38.4454,-114.7678,0.9718
0.6081,51.0,10.3413,2.1004,991.0,6.7645,36.4558,-120.9603,2.4375
0.9207,45.0,4.7502,1.5168,1820.0,2.1847,34.8326,-117.3755,2.628
2.5832,32.0,1.1225,0.5,253.0,1.0,39.5788,-117.9968,2.226
3.6966,35.0,1.4922,0.5,3428.0,4.6328,41.482,-123.5029,2.2278
0.7151,26.0,7.8762,1.9299,1611.0,5.336,36.1177,-116.9952,0.3
2.1241,30.0,5.5965,0.9427,3671.0,3.5138,33.7813,-121.2571,1.9106
11.1863,30.0,9.6717,1.6167,516.0,1.0,33.5374,-120.5357,5.0
9.8349,46.0,4.9907,1.4206,2743.0,1.0,32.5604,-123.4961,5.0
5.6472,45.0,10.1476,3.5496,4663.0,1.0,39.5676,-116.0751,5.0
6.4439,12.0,7.5247,2.2953,3768.0,3.8046,41.8233,-115.5532,3.2171
8.4164,1.0,1.9667,0.5,1911.0,3.7034,41.9318,-123.1036,3.3082
3.0041,14.0,4.386,1.4261,3318.0,3.1663,39.9499,-116.0488,1.7458
3.195,24.0,3.4228,0.8459,2744.0,2.1436,34.0407,-115.1608,2.0222
8.9542,12.0,2.4727,0.6517,212.0,4.1274,41.7882,-123.4881,5.0
1.0466,21.0,4.7676,1.0337,1427.0,1.1988,35.6142,-114.1267,2.1336
4.661,23.0,10.0738,2.8786,1030.0,6.1403,35.6694,-124.4527,3.382
4.3999,49.0,3.6386,0.9605,920.0,1.8319,39.0297,-115.739,5.0
3.0861,23.0,2.3022,0.7783,1386.0,1.8932,32.966,-118.6938,2.4508
3.6077,10.0,8.9951,2.0614,517.0,1.543,40.3448,-114.5443,2.807
2.3549,21.0,5.6171,1.396,2901.0,4.219,41.9743,-120.9838,1.8895
1.1957,2.0,1.2586,0.5,2432.0,6.8637,39.8632,-120.7472,0.3
5.0165,2.0,7.0857,2.1567,4245.0,3.7783,39.9259,-115.7601,1.9371
4.2715,33.0,7.1972,2.4947,1822.0,1.4963,36.208,-117.1089,4.2161
8.2816,13.0,5.0009,1.7286,638.0,1.0,33.1263,-118.2546,5.0
9.8157,32.0,1.8398,0.5,2865.0,3.7347,40.0303,-117.7984,5.0
2.7513,2.0,3.3098,0.847,4545.0,1.0,38.173,-117.4006,2.475
0.9724,17.0,4.0468,0.8495,4556.0,3.089,41.1387,-124.0024,1.2092
6.7503,30.0,5.0341,1.7324,4373.0,1.8269,33.6016,-123.2751,5.0
3.236,28.0,2.269,0.5,4871.0,1.4434,35.3987,-122.6149,3.1301
5.9407,31.0,8.2577,2.5234,3982.0,4.6122,35.9262,-122.6614,4.151
1.8726,31.0,15.5069,4.0632,4640.0,2.5385,38.9912,-115.7338,2.8545
4.59,17.0,2.6531,0.7404,1608.0,1.5632,39.9836,-120.3971,2.7559
2.4946,19.0,3.2933,0.9106,1653.0,2.7879,41.6297,-119.41,1.5091
4.8531,21.0,3.1014,0.7359,3622.0,1.6564,35.3064,-123.5703,4.0991
2.6339,22.0,20.0,5.0,490.0,2.9352,37.1895,-115.4458,3.8978
4.3384,41.0,6.1847,1.7904,1704.0,2.544,32.7751,-124.3933,2.9972
4.3562,8.0,10.3357,3.5163,2745.0,3.1212,34.9034,-123.6337,2.4219
3.1237,29.0,6.6757,1.5466,1608.0,8.7181,36.053,-116.0541,0.4744
2.8928,40.0,1.9838,0.5,3244.0,4.0681,38.1412,-123.1418,3.1029
3.3675,18.0,2.5397,0.5,2086.0,1.0,36.973,-116.2491,3.4753
2.5619,20.0,3.0885,0.8791,783.0,6.2928,35.9625,-120.8557,1.155
6.7501,35.0,3.3609,1.1213,3569.0,6.8009,38.4287,-116.4286,3.5155
5.9155,33.0,8.3458,2.1405,3622.0,1.0,40.3718,-123.9763,5.0
0.5,29.0,19.4245,3.8447,942.0,2.0084,34.796,-120.9509,3.3795
2.2655,22.0,4.5168,1.0958,452.0,1.6136,35.7573,-119.4948,1.171
3.5346,3.0,5.6785,1.3905,3393.0,3.0953,39.1968,-117.9927,0.7263
2.758,9.0,5.092,1.0055,1320.0,1.0,39.8904,-115.8033,2.3444
3.8243,25.0,1.6629,0.5,2178.0,1.0763,40.3413,-121.9575,3.3308
3.4213,36.0,11.9792,3.2736,4740.0,5.9321,34.4886,-117.6476,2.5291
5.2567,11.0,7.6437,1.5357,1814.0,1.0,37.623,-122.9216,4.1199
11.016,22.0,4.7132,1.1346,3816.0,1.3019,41.0501,-116.2303,5.0
3.9204,13.0,16.7666,4.6983,4992.0,1.3842,36.2235,-114.7945,3.3121
4.1096,10.0,1.3104,0.5,3964.0,9.8499,36.5839,-124.0083,0.3
3.7607,46.0,8.672,1.456,4453.0,2.5344,41.8558,-123.6695,3.1925
9.0924,48.0,4.9514,1.6316,4488.0,1.4583,33.574,-116.3096,5.0
1.7452,51.0,3.8848,0.6865,4323.0,1.1419,39.2032,-115.3456,3.3113
4.0106,46.0,3.676,0.9142,1789.0,1.8634,40.5767,-117.7585,4.0981
3.5457,21.0,4.5665,1.489,983.0,1.4963,33.9325,-119.7037,3.5144
6.522,38.0,4.2207,1.4098,3143.0,1.7899,39.2873,-116.5017,5.0
5.3279,15.0,6.997,2.1561,492.0,2.4147,36.9625,-121.383,4.6861
2.1435,30.0,6.0838,1.0265,3426.0,3.8835,40.6025,-114.1858,1.6431
3.3036,13.0,11.4166,2.4308,2182.0,1.9993,41.1208,-115.6809,2.5968
6.1623,32.0,4.198,0.7918,3322.0,1.4609,40.7886,-115.2738,4.3206
15.0,22.0,13.941,3.5434,1744.0,2.2346,33.1117,-115.6092,5.0
5.2006,19.0,13.085,2.9856,1167.0,1.0,39.6901,-114.798,4.6014
3.42,5.0,3.657,1.2204,1235.0,1.8932,41.2545,-123.8293,2.3212
7.0718,14.0,14.3844,2.8452,477.0,2.6068,38.4028,-115.0503,5.0
3.262,23.0,2.9076,0.9291,3405.0,4.9778,38.2083,-121.9145,2.2613
2.5097,31.0,8.7244,1.9331,1949.0,1.1311,32.9276,-120.7646,4.1302
5.2405,43.0,6.7858,2.2005,4543.0,2.1312,40.6323,-120.6461,4.3809
6.3133,38.0,3.442,0.6938,4587.0,7.8301,32.9408,-122.0827,3.3325
3.756,28.0,6.7718,1.5824,1587.0,2.8535,35.4783,-119.9404,2.2548
6.0166,26.0,3.4055,0.7727,3252.0,1.9006,41.2957,-119.2426,3.4772
0.6795,24.0,6.1186,1.8502,322.0,1.8911,41.5226,-122.9539,1.6092
5.9317,46.0,5.547,1.5207,1979.0,3.5929,41.9231,-120.761,4.6917
6.8513,43.0,3.7874,1.282,1857.0,3.0208,37.0258,-120.8793,5.0
2.0537,20.0,14.2765,2.5961,1983.0,3.2853,34.1856,-117.4834,2.7744
8.3332,29.0,14.8921,5.0,938.0,1.3964,37.1355,-118.4598,5.0
0.5,20.0,4.3533,0.7313,3072.0,2.5412,33.472,-117.0525,0.7415
4.3887,29.0,12.3146,3.1658,350.0,6.3996,40.7891,-116.347,3.1032
7.6123,22.0,3.2414,0.6206,4767.0,1.6517,37.8251,-117.5631,5.0
9.3649,44.0,1.2733,0.5,4426.0,1.0,36.3428,-121.9911,5.0
6.6965,36.0,4.7891,1.4496,1607.0,1.8627,33.2555,-119.278,4.5149
13.2067,9.0,4.5481,1.1178,430.0,1.7342,36.3498,-119.6476,5.0
0.5164,2.0,2.1123,0.6786,2220.0,2.1481,40.7288,-123.7299,0.3
3.0329,49.0,3.2756,0.9537,1846.0,6.0187,39.1824,-115.1974,2.2148
3.0654,19.0,12.6763,3.1979,4982.0,2.6191,33.2833,-123.5491,2.6999
3.9568,8.0,5.8276,1.973,4869.0,5.8625,34.0191,-114.345,0.3083
3.2308,38.0,13.1048,4.0862,2808.0,1.0,36.2269,-124.1698,4.5493
2.5928,25.0,7.0269,2.3898,3600.0,1.0538,33.4631,-116.9113,3.1051
5.0331,29.0,8.4052,2.1691,2594.0,1.8075,41.3734,-121.5092,4.5061
1.7864,33.0,7.1729,2.4168,1166.0,7.5061,38.6968,-115.0909,1.1157
2.4952,16.0,6.5362,1.1671,3362.0,4.5577,33.4008,-115.9301,2.1535
1.5034,29.0,4.3851,1.4813,2670.0,1.0694,39.9865,-124.2399,2.4026
1.0946,34.0,7.7343,1.9479,3840.0,2.6358,35.9999,-124.2717,3.0546
5.8374,32.0,8.0193,1.2104,1183.0,1.4394,34.8263,-118.2268,5.0
2.0988,46.0,9.4725,2.9565,2015.0,4.8704,37.9149,-122.9442,3.129
2.6449,20.0,10.6725,3.5067,480.0,1.0,32.627,-124.3528,2.9682
9.2487,26.0,13.5725,3.5524,4229.0,1.0263,36.9213,-114.4353,5.0
1.7299,39.0,6.6954,1.6014,2165.0,1.5475,40.5161,-117.9182,2.4009
10.8303,38.0,7.3072,2.3801,1339.0,5.2601,41.3165,-124.3873,5.0
0.5797,51.0,6.3349,1.0153,4763.0,2.3608,35.7543,-119.3986,2.671
6.1463,11.0,13.2537,4.2364,572.0,2.1914,38.6031,-122.8616,4.0813
10.5739,47.0,6.861,2.0001,2476.0,1.0,34.6548,-116.1261,5.0
4.8628,25.0,6.8212,1.8447,2805.0,1.7792,37.822,-124.2017,4.8655
11.2281,11.0,7.5417,2.016,2598.0,3.615,34.9133,-120.6425,5.0
1.7016,15.0,7.5153,1.5414,3060.0,3.3573,37.9279,-122.0245,1.9396
1.4572,18.0,6.3577,1.2049,3273.0,2.5534,34.1314,-114.2989,2.3876
5.9915,51.0,3.7923,1.0109,1682.0,3.2524,41.4417,-123.6876,5.0
4.0152,6.0,3.7377,0.8241,3978.0,2.6777,40.9257,-117.0132,2.4365
1.6154,12.0,2.1186,0.5,1565.0,1.0,35.7007,-119.5285,1.7615
3.4811,37.0,4.8754,1.2915,2733.0,3.8203,39.8783,-116.0085,3.5245
3.7515,49.0,2.0315,0.5251,2450.0,2.0103,33.4073,-122.2719,4.542
0.9293,5.0,1.0567,0.5,1367.0,3.681,39.5334,-115.6049,0.3
2.5412,21.0,10.1855,2.8325,2541.0,3.628,35.1834,-114.6162,1.3498
2.7033,21.0,3.7728,0.6021,4752.0,3.5193,33.7886,-122.2837,2.4277
9.3219,26.0,1.0,0.5,3991.0,1.8596,38.9428,-121.9755,5.0
2.5571,39.0,10.8862,1.9377,827.0,4.6913,36.9632,-114.4779,2.7219
1.6806,27.0,2.7393,0.8936,3250.0,2.4053,37.5363,-119.9851,2.7439
3.8792,8.0,4.7466,1.1446,1502.0,5.6103,37.445,-115.8135,1.6748
1.0284,13.0,9.9928,3.0363,4219.0,5.4767,33.0648,-115.7387,0.3
0.6593,38.0,7.8653,2.1881,3518.0,3.7626,32.9881,-121.2671,1.9316
0.8313,13.0,1.7517,0.5,3504.0,2.5988,38.2111,-122.6406,0.549
8.7582,26.0,2.2167,0.7173,4426.0,1.4586,38.4267,-120.6881,5.0
5.4098,20.0,5.54,1.018,1287.0,2.3425,32.9482,-118.3442,3.2464
8.0347,23.0,2.4882,0.8647,3906.0,1.0,36.0952,-119.3303,4.8454
1.2738,39.0,6.9333,2.1721,4180.0,2.6502,38.3221,-116.8373,1.9877
0.6909,13.0,5.9485,1.9996,4958.0,3.8421,38.7385,-118.7924,0.5706
3.9305,36.0,14.603,5.0,1312.0,2.0098,40.3686,-116.1226,4.5488
8.4203,39.0,5.8558,1.1079,2943.0,3.4554,36.497,-123.419,5.0
1.4717,51.0,3.6051,1.2416,2950.0,5.8594,37.7084,-119.9334,1.2847
0.6212,24.0,2.9801,0.7879,2047.0,2.2636,37.9963,-124.3329,2.1558
5.9046,5.0,3.5126,0.9469,1353.0,4.7074,35.4644,-123.2436,1.1203
4.6605,35.0,11.0312,2.2813,2568.0,1.0,33.0113,-121.0523,5.0
4.5962,39.0,5.6739,1.0676,2677.0,1.8217,32.5401,-115.1243,5.0
5.0695,2.0,4.72,0.8716,1486.0,1.266,40.4432,-120.5464,3.6415
3.9754,10.0,6.5885,1.0301,2050.0,3.9201,34.4022,-121.6559,2.1044
3.6666,18.0,1.9513,0.5,3335.0,1.0,38.4874,-117.5238,3.1647
4.2801,27.0,6.7773,2.1271,2687.0,1.9738,37.982,-117.1839,3.9831
1.9606,27.0,4.8676,1.4485,4675.0,3.7145,36.2965,-119.4942,1.9071
2.3512,11.0,4.5107,0.7056,2594.0,1.6725,40.4182,-121.4994,3.0652
0.5,11.0,13.2033,4.1226,3560.0,1.0,39.1348,-121.3612,2.2956
4.5881,48.0,4.5536,1.1906,2224.0,2.5424,32.716,-122.5703,4.8616
4.8918,37.0,5.1155,1.069,2084.0,1.4163,39.8786,-120.7291,5.0
4.6125,26.0,3.3651,0.8389,3963.0,2.0386,37.3165,-122.7502,3.9654
3.0769,17.0,8.3891,1.2904,936.0,3.1908,35.7967,-117.8136,2.0338
5.7579,24.0,20.0,4.7699,3970.0,3.7112,39.4054,-115.1952,4.5439
4.6902,50.0,2.3773,0.5,3961.0,1.0,39.0176,-121.8558,5.0
8.3729,16.0,5.1609,1.4076,2217.0,1.7728,35.4506,-121.981,5.0
1.1177,17.0,3.1668,0.9806,2892.0,1.6251,41.8389,-115.1592,0.3
5.693,23.0,10.3244,2.6507,4287.0,3.5376,38.6627,-118.5925,4.8588
8.3528,10.0,10.5249,2.8913,4588.0,3.3466,38.2549,-116.9103,5.0
1.5889,6.0,3.874,1.3395,1950.0,3.1885,33.1639,-115.253,0.7043
4.0269,46.0,6.5791,1.95,4903.0,3.3295,35.1535,-117.5843,3.8936
2.8505,35.0,5.3898,1.0219,2969.0,2.1802,36.7463,-116.7784,3.2115
0.9075,18.0,4.1714,1.4294,902.0,1.3522,38.4909,-120.4758,1.658
3.6733,30.0,9.1317,1.8257,738.0,3.8772,37.3713,-114.7431,2.983
2.1155,26.0,3.7224,0.924,892.0,1.0,39.7488,-117.1794,2.0927
3.0627,6.0,7.0558,2.2263,4233.0,1.0,34.9944,-123.7544,2.781
7.5918,39.0,2.7418,0.6955,3436.0,1.9972,39.1705,-118.3097,5.0
2.2048,6.0,18.3269,5.0,1026.0,9.1605,40.2577,-123.5156,0.3
3.5396,30.0,5.4342,1.4904,1439.0,1.2031,39.768,-119.07,2.4093
1.966,15.0,3.8714,1.193,3206.0,10.0,39.823,-123.5797,0.3
7.3486,23.0,4.0603,0.8965,2054.0,2.5559,40.9408,-117.9767,4.7735
0.9733,25.0,5.0386,1.7405,4724.0,6.684,33.2997,-119.7538,0.3
3.3542,23.0,4.9598,1.2018,2026.0,1.3179,39.1233,-118.748,2.8788
2.887,12.0,1.8125,0.5,1835.0,1.0,41.7024,-117.7509,0.9353
10.1773,5.0,10.5436,2.5508,688.0,1.0,37.9497,-121.8964,5.0
4.6117,7.0,3.8485,0.6618,1214.0,2.4426,34.5645,-121.177,2.9534
3.2878,38.0,15.8874,2.752,2473.0,1.0,41.9882,-119.4865,3.8343
10.5481,5.0,6.7474,1.0772,2804.0,1.032,34.1594,-118.6104,5.0
2.739,26.0,3.6394,1.1037,3332.0,3.5912,35.6878,-114.8941,1.673
1.5078,16.0,8.1324,1.5012,4283.0,1.0,34.1346,-120.8402,3.1839
2.9057,36.0,5.5016,1.6942,1572.0,6.5799,36.9129,-118.346,2.0437
2.2263,33.0,16.1234,5.0,4469.0,1.0,36.4793,-114.9055,3.5997
4.7377,10.0,6.6669,1.2961,2942.0,2.9069,37.1668,-117.0346,2.2796
4.0461,35.0,10.3837,1.8859,1282.0,8.0438,41.3158,-121.0852,1.8807
0.7473,34.0,8.1461,2.6308,4286.0,2.5257,37.0441,-120.1871,2.1645
2.3471,15.0,2.8627,0.9901,4871.0,1.0,37.389,-115.3606,1.7849
15.0,43.0,15.5887,4.9557,3203.0,8.6626,40.9235,-119.9481,5.0
0.8075,23.0,2.0208,0.5,3008.0,4.8873,40.2687,-121.8787,0.3
2.3368,2.0,5.123,1.3116,2333.0,3.8325,34.7774,-119.0601,0.7485
5.2881,33.0,6.9434,1.4572,3285.0,3.3508,32.6228,-122.5656,3.2492
5.2906,23.0,1.0068,0.5,4587.0,8.0608,38.4802,-118.4467,2.0264
1.7006,19.0,3.5531,0.8399,1394.0,1.0,40.5261,-114.1884,0.7305
6.4096,23.0,6.3742,2.0264,3598.0,2.1439,37.7521,-114.4195,4.235
3.8356,50.0,6.5911,2.2227,1913.0,1.5428,34.5062,-118.1165,4.5201
9.3228,20.0,17.3424,3.7673,4862.0,4.5476,39.5429,-115.2827,5.0
6.5687,36.0,11.284,3.895,727.0,7.7953,38.8606,-116.0224,3.517
0.6339,44.0,4.0523,1.301,462.0,2.5371,37.8678,-114.613,2.5293
6.7254,30.0,1.0022,0.5,3788.0,3.611,40.7017,-115.4198,4.1669
2.1271,46.0,1.6421,0.5645,1353.0,2.3873,39.9503,-115.1417,2.655
5.0386,26.0,5.4262,1.07,1898.0,4.3501,38.8455,-122.1127,3.0354
5.1273,12.0,8.7171,2.2464,1336.0,1.0939,38.8152,-122.8566,4.267
2.0324,26.0,3.3282,1.147,3132.0,4.2202,38.7909,-124.0427,1.6665
5.4687,7.0,16.9743,4.4757,2371.0,4.6908,37.4891,-117.6432,3.0183
5.4772,15.0,5.6369,0.857,3911.0,2.8846,36.9073,-114.7915,3.2881
2.8058,11.0,4.7533,1.4691,3852.0,1.4637,39.2412,-114.164,1.3583
0.5,4.0,18.3916,5.0,3100.0,3.5613,38.2997,-115.6356,0.6368
8.5427,8.0,16.2539,4.1423,1924.0,1.6008,37.1548,-115.8575,5.0
4.5144,43.0,10.6494,3.2878,996.0,6.9154,33.7033,-119.1036,2.8696
7.2752,44.0,4.3842,0.9659,4576.0,3.8995,39.1683,-119.7996,5.0
2.7112,47.0,17.2945,5.0,802.0,1.144,38.637,-117.8407,4.3682
2.6278,2.0,11.5679,1.7487,4953.0,1.0,35.7514,-124.2638,2.0927
